Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_LobPine,CohortsHarvested_LongleafPine,CohortsHarvested_ShortPine,CohortsHarvested_SlashPine,CohortsHarvested_WhiteOak,CohortsHarvested_TurkeyOak,CohortsHarvested_SweetGum,CohortsHarvested_RedMaple,CohortsHarvested_TulipTree,BiomassHarvestedMg_LobPine,BiomassHarvestedMg_LongleafPine,BiomassHarvestedMg_ShortPine,BiomassHarvestedMg_SlashPine,BiomassHarvestedMg_WhiteOak,BiomassHarvestedMg_TurkeyOak,BiomassHarvestedMg_SweetGum,BiomassHarvestedMg_RedMaple,BiomassHarvestedMg_TulipTree,
3, 1, Thinnning_Pines, 255, 91, 97, 913, 74, 73, 912.01, 12.49, 480, 3, 71, 409, 0, 0, 0, 2, 0, 1, 0, 57.92, 849.29, 0, 0, 0, 1.58, 0, 0.82, 0, 
3, 1, Thinnning_Pines, 635, 89, 100, 924, 22, 22, 1201.97, 54.64, 114, 18, 32, 82, 0, 0, 0, 0, 3, 10, 5, 81.16, 1069.19, 0, 0, 0, 0, 2.58, 18.1, 5.13, 
3, 1, Thinnning_Pines, 967, 83, 96, 954, 51, 48, 591.31, 12.32, 326, 4, 53, 273, 0, 0, 0, 4, 0, 0, 0, 37.69, 547.38, 0, 0, 0, 3.12, 0, 0, 0, 
3, 1, Thinnning_Pines, 839, 74, 93, 1044, 21, 19, 288.16, 15.17, 121, 1, 9, 112, 0, 0, 0, 0, 1, 0, 0, 9.01, 277.65, 0, 0, 0, 0, 0.75, 0, 0, 
3, 1, Thinnning_Pines, 283, 88, 90, 929, 39, 38, 538.44, 14.17, 254, 0, 29, 225, 0, 0, 0, 0, 0, 0, 0, 41.43, 497.01, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 284, 81, 94, 955, 41, 40, 287.06, 7.18, 219, 0, 18, 201, 0, 0, 0, 0, 0, 0, 0, 42.23, 244.83, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1024, 94, 95, 906, 41, 40, 420.96, 10.52, 249, 0, 25, 224, 0, 0, 0, 0, 0, 0, 0, 30.2, 390.76, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 506, 79, 98, 982, 47, 43, 381.89, 8.88, 273, 0, 51, 222, 0, 0, 0, 0, 0, 0, 0, 53.38, 328.51, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 505, 70, 97, 1234, 33, 28, 308, 11, 193, 0, 8, 185, 0, 0, 0, 0, 0, 0, 0, 9.36, 298.64, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 740, 71, 95, 1167, 8, 8, 68.6, 8.58, 45, 2, 3, 42, 0, 0, 0, 0, 1, 0, 1, 2.92, 62.84, 0, 0, 0, 0, 0.71, 0, 0.71, 
3, 1, Thinnning_Pines, 1079, 73, 93, 1063, 20, 19, 267.25, 14.07, 115, 0, 8, 107, 0, 0, 0, 0, 0, 0, 0, 8.18, 259.07, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 900, 76, 98, 1038, 30, 30, 473.49, 15.78, 184, 1, 18, 166, 0, 0, 0, 0, 0, 1, 0, 17.11, 454.76, 0, 0, 0, 0, 0, 0.81, 0, 
3, 1, Thinnning_Pines, 903, 100, 95, 875, 36, 36, 600.26, 16.67, 202, 0, 29, 173, 0, 0, 0, 0, 0, 0, 0, 30.67, 569.59, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1235, 99, 100, 879, 57, 53, 386.96, 7.3, 204, 1, 4, 200, 0, 1, 0, 0, 0, 0, 0, 1.72, 384.24, 0, 0.5, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 218, 86, 95, 935, 30, 30, 410.3, 13.68, 203, 1, 51, 152, 1, 0, 0, 0, 0, 0, 0, 204.85, 204.61, 0.42, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 191, 101, 98, 872, 77, 77, 1621, 21.05, 388, 10, 42, 346, 2, 0, 1, 1, 2, 3, 1, 86.12, 1520.88, 1.1, 0, 0.72, 0.71, 1.45, 2.17, 0.85, 
3, 1, Thinnning_Pines, 1117, 96, 95, 886, 29, 29, 330.28, 11.39, 170, 0, 2, 168, 0, 0, 0, 0, 0, 0, 0, 0.84, 329.44, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 570, 93, 96, 908, 19, 19, 203.15, 10.69, 121, 1, 8, 113, 0, 0, 0, 0, 1, 0, 0, 3.94, 197.61, 0, 0, 0, 0, 0.8, 0, 0, 
3, 1, Thinnning_Pines, 787, 87, 87, 930, 23, 23, 238.7, 10.38, 151, 0, 28, 123, 0, 0, 0, 0, 0, 0, 0, 32.07, 206.63, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Clearcut_Slash, 44, 106, 119, 2675, 97, 97, 28612.8, 294.98, 0, 858, 459, 9, 0, 280, 0, 1, 1, 108, 0, 6217.13, 54.72, 0, 7301.48000000001, 0, 2.26, 1.73, 729.08, 0, 
4, 1, Clearcut_Slash, 50, 118, 120, 2591, 14, 14, 4184.16, 298.87, 0, 128, 68, 3, 0, 40, 0, 0, 0, 17, 0, 901.68, 63.19, 0, 1019.38, 0, 0, 0, 107.83, 0, 
